Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-01-11,41.3647,41.5617,40.2026,40.5768,1021646.4772494
2023-01-12,41.0693,41.7784,40.1829,40.7738,1083935.604833
2023-01-13,40.9905,41.3647,40.045,40.1829,468491.97518744
2023-01-16,40.1829,40.892,40.1238,40.5178,202047.99054737
2023-01-17,40.5178,41.5223,40.045,41.2269,336432.56703751
2023-01-18,39.848,41.6602,39.6314,40.9314,6829499.6792016
2023-01-19,40.9117,41.3647,39.8086,40.2223,3149708.571145
2023-01-20,40.5965,41.3647,39.8874,39.9071,8230783.1942501
2023-01-23,40.4587,40.8132,39.4935,40.2814,1548653.4967364
2023-01-24,40.5768,40.9314,39.6511,39.848,1393238.8387343
2023-01-25,39.8874,40.439,39.395,39.7496,1099264.4548033
2023-01-26,40.3799,40.3799,39.3162,39.7692,937573.87299744
2023-01-27,39.9859,40.5375,39.6314,40.1829,1536398.133476
2023-01-30,40.3799,40.9314,40.045,40.2617,1788161.0661375
2023-01-31,40.2617,41.4829,40.1435,41.2466,1606975.6231386
2023-02-01,41.1678,42.3102,41.1481,41.4041,1281834.8452327
2023-02-02,41.9557,42.9405,41.7784,42.3496,967470.05492273
2023-02-03,42.5466,43.2163,42.1526,42.7042,1596210.8044737
2023-02-06,42.7042,43.8269,42.1329,42.7239,662881.1252151
2023-02-07,42.7042,42.9996,42.1526,42.8027,1152569.7005205
2023-02-08,43.1966,44.0042,42.8421,43.0981,838727.81924766
2023-02-09,43.4724,43.4724,42.3496,42.6254,493876.9243898
2023-02-10,42.8421,42.8421,41.4632,41.9557,1063017.21263
2023-02-13,41.9163,42.9996,41.8769,42.4481,632045.73773755
2023-02-14,42.6845,42.9208,41.7587,42.0148,468784.39810534
2023-02-15,42.2314,42.9996,41.3647,42.7436,1091457.37211
2023-02-16,43.1769,43.2951,42.586,42.9208,300534.60779391
2023-02-17,43.3148,43.3148,42.2905,42.9602,450814.60365778
2023-02-20,42.8421,43.1769,42.6451,42.9208,305258.05020379
2023-02-21,43.0193,43.039,41.8572,42.1133,439194.8541009
2023-02-22,41.9754,42.6648,41.739,42.3299,416414.29651104
2023-02-23,42.7042,42.9012,42.4875,42.6845,440162.48965907
2023-02-24,43.0587,43.0587,42.2708,42.8421,467715.22681179
2023-02-27,42.8421,43.7875,42.4678,43.3345,540451.3662086
2023-02-28,43.6694,44.0042,42.7042,43.3936,2305440.962175
2023-03-01,43.4921,43.4921,42.6845,43.236,371926.41405429
2023-03-02,43.3345,43.3345,41.9951,42.1329,262158.16124968
2023-03-03,42.3299,42.389,42.0936,42.192,408295.49911006
2023-03-06,42.7633,43.4133,42.4481,42.8618,387817.77199862
2023-03-07,43.3345,43.3739,42.5663,42.8027,316867.64618714
2023-03-08,43.2951,43.2951,42.586,42.7436,217162.60011604
2023-03-09,42.7436,42.7436,41.9754,42.1133,343844.67572025
2023-03-10,41.7587,41.7587,40.7935,41.5026,529806.35971136
2023-03-13,41.6602,41.7587,40.0056,40.4587,757052.47370799
2023-03-14,40.4981,41.8178,40.3799,41.5026,1018556.7448218
2023-03-15,41.6996,41.6996,40.5178,40.6753,1435120.2988639
2023-03-16,40.4981,41.0496,39.3556,40.5768,710625.25870548
2023-03-17,40.5375,41.0693,39.1389,39.5329,777831.7619535
2023-03-20,38.8041,39.8086,38.2131,39.7889,552019.33254045
2023-03-21,39.6117,40.8723,39.6117,40.3799,323744.66154442
2023-03-22,40.8329,41.0102,40.4193,40.7738,271111.58239549
2023-03-23,41.2663,41.4632,40.5571,41.1678,448633.61606182
2023-03-24,40.8723,41.3647,40.2223,40.7147,541556.07500954
2023-03-27,41.6602,41.6602,40.5768,40.6753,210015.49970264
2023-03-28,40.4784,41.5814,40.1435,40.6162,723615.74069
2023-03-29,41.5223,41.5617,40.5768,41.0496,584998.13939187
2023-03-30,40.6753,41.7981,40.6753,41.2269,638443.50442384
2023-03-31,41.7193,41.7193,40.695,40.8723,484647.32604375
2023-04-03,41.2663,41.6208,40.5965,40.6359,203196.35971452
2023-04-04,41.1284,41.1284,39.6708,40.2814,165226.05611181
2023-04-05,40.7935,40.7935,39.4541,39.5526,258779.05197624
2023-04-06,39.8874,39.8874,39.3359,39.4344,168976.78617675
2023-04-11,39.7692,40.5965,39.395,39.6905,306522.17010927
2023-04-12,40.5571,40.5571,39.7889,40.2026,778401.37742899
2023-04-13,40.6556,40.6556,40.0056,40.0056,477192.57235215
2023-04-14,40.0844,40.4587,38.9026,39.1783,373616.98404837
2023-04-17,39.592,39.592,38.3313,39.0404,432068.06083458
2023-04-18,39.198,40.0253,38.8435,39.5526,428794.54872592
2023-04-19,39.3162,39.5329,38.8829,39.0798,289178.85114901
2023-04-20,39.6117,40.3011,39.5723,39.6708,702516.61487804
2023-04-21,39.395,40.242,39.395,39.7889,913471.32013294
2023-04-24,40.1829,40.2617,39.4738,39.9662,162630.8027155
2023-04-25,40.1632,40.3208,39.6905,39.6905,292037.08209996
2023-04-26,40.1435,40.1632,39.2374,39.3359,581242.33254016
2023-04-27,39.4935,39.7102,39.2374,39.395,560482.33608437
2023-04-28,39.6905,39.7889,39.0995,39.2768,585320.00767302
2023-05-02,39.7496,39.8874,38.9223,39.0798,305751.51387773
2023-05-04,39.7692,40.0253,38.6662,38.7253,330467.34258393
2023-05-05,38.7253,39.4935,38.5874,39.198,428396.52864323
2023-05-08,39.592,39.592,38.942,39.0404,149646.41287511
2023-05-09,38.9026,39.7496,38.8041,39.592,329580.93561406
2023-05-10,39.6905,39.7889,39.0995,39.4935,693069.73005828
2023-05-11,39.6905,39.8283,39.198,39.2768,273384.96751065
2023-05-12,39.2768,39.9268,39.0207,39.4147,645983.54813316
2023-05-15,39.7889,40.6162,39.2374,39.3556,786917.17955531
2023-05-16,39.395,41.0299,39.198,40.3799,678766.3910153
2023-05-17,40.7541,40.7541,39.6905,39.7692,124486.8730053
2023-05-18,40.1435,40.3011,39.7299,39.7692,160847.83520223
2023-05-19,40.3799,41.4041,39.848,41.2663,413319.48729666
2023-05-22,41.3647,42.5072,41.1678,42.1526,722585.15297589
2023-05-23,42.3299,42.6254,41.1087,41.1284,244105.10749912
2023-05-24,41.1678,41.4435,40.5375,40.6162,290583.09036931
2023-05-25,41.286,41.286,39.6117,39.6314,182987.70230184
2023-05-26,40.0844,40.4587,39.6708,40.2814,165877.91553295
2023-05-29,40.6753,40.9117,40.1041,40.695,111792.87536809
2023-05-30,40.6162,40.6162,39.848,40.0844,246486.12049378
2023-05-31,39.9859,39.9859,39.0601,39.395,927636.5705758
2023-06-01,39.4147,40.4784,39.0207,39.9662,235234.94565632
2023-06-02,40.5768,40.7935,40.1238,40.6753,372865.61960656
2023-06-05,40.8526,41.7587,40.6753,41.2269,375273.03189242
2023-06-06,40.3799,40.7541,38.8238,40.1041,1695580.782618
2023-06-07,39.9859,40.2814,39.4147,39.4935,633494.65268142
2023-06-09,40.1829,40.1829,37.9571,37.9571,746232.82574589
2023-06-12,37.9177,38.2131,37.0707,37.5237,456194.98227557
2023-06-13,37.6222,37.8389,36.3025,36.6373,492984.42527581
2023-06-14,36.5389,37.6222,36.5389,37.1298,383587.79326269
2023-06-15,37.4252,37.9374,37.0904,37.3071,400427.49497546
2023-06-16,37.5631,38.6859,37.5631,38.0753,1515192.3951419
2023-06-19,38.5874,38.5874,37.8389,38.0162,157834.25457615
2023-06-20,37.8783,38.6071,37.8586,38.4101,422116.54340998
2023-06-21,38.5086,38.6662,37.8389,37.8389,231658.85705624
2023-06-22,37.7995,37.7995,37.0313,37.0313,438659.76077545
2023-06-23,37.0904,37.1889,36.0267,36.0267,276930.59539012
2023-06-26,36.0267,36.8343,36.0267,36.4798,274921.20318695
2023-06-27,36.6176,36.8343,36.204,36.4404,459378.12757973
2023-06-28,36.6767,36.9328,36.3419,36.6964,345363.65032153
2023-06-29,36.4995,36.7949,36.3419,36.4207,235699.97932436
2023-06-30,36.4404,36.7752,36.1646,36.2631,455460.87890877
2023-07-03,36.1646,36.7949,35.751,36.5192,733287.01948494
2023-07-04,36.5192,36.7358,36.0661,36.2828,318923.74482858
2023-07-05,36.0464,36.3025,35.4949,35.8494,348668.63850815
2023-07-06,35.6328,35.7313,35.357,35.6525,406397.7962158
2023-07-07,35.6722,35.9479,35.2979,35.2979,297555.54931786
2023-07-10,35.2585,35.5146,35.0812,35.2585,443553.78322076
2023-07-11,35.7904,35.9479,35.357,35.4555,480546.29769176
2023-07-12,35.357,36.1449,35.2585,35.8494,1293638.3744707
2023-07-13,36.401,36.4207,34.5691,34.8055,1427668.5912443
2023-07-14,34.7661,35.3964,34.7661,35.0222,621705.33844645
2023-07-17,34.9631,35.2585,34.313,34.3721,612398.57294152
2023-07-18,34.4706,35.0222,34.4312,35.0025,369669.2746568
2023-07-19,35.2585,35.4161,34.9434,34.9434,178001.28233732
2023-07-20,35.16,35.1797,34.2736,34.2736,211229.86709778
2023-07-21,34.2736,34.9434,34.057,34.7661,640759.53454786
2023-07-24,34.8646,35.5934,34.8449,35.0812,460215.79739662
2023-07-25,35.4555,35.4752,34.9631,34.9631,251940.62019839
2023-07-26,34.9631,35.1009,34.2736,34.4115,262340.92557337
2023-07-27,34.2933,34.3721,33.3085,33.6827,592479.29237467
2023-07-28,33.4464,33.7812,32.9933,33.6236,417359.59420743
2023-07-31,33.6236,34.4706,33.4857,34.0176,445779.44654029
2023-08-01,33.9782,34.3918,33.5251,34.3524,559494.39337912
2023-08-02,34.4706,34.4706,33.3282,33.3282,462397.80034994
2023-08-03,33.2888,33.6039,32.9933,33.2691,407514.68930498
2023-08-04,33.407,33.7418,33.0327,33.2888,369610.38393028
2023-08-07,33.21,33.4661,33.1312,33.2888,213301.19609954
2023-08-08,33.0918,33.2297,32.3827,32.5206,282078.45717389
2023-08-09,32.5009,32.9736,32.2842,32.4221,230359.19964338
2023-08-10,32.5009,32.8751,31.8903,32.5206,657073.28115136
2023-08-11,32.3039,32.6191,32.0281,32.0281,268894.04193479
2023-08-14,31.9296,32.2251,31.5751,32.166,187070.45422147
2023-08-16,31.713,32.6978,31.1811,31.4175,786888.7495494
2023-08-17,31.4372,31.8115,30.8266,31.0039,331847.21322775
2023-08-18,30.9842,31.4766,30.8069,30.8857,256947.34730998
2023-08-21,30.9251,31.2402,30.3341,30.5114,212721.42705052
2023-08-22,30.1372,30.7478,29.6447,30.4326,615865.00294739
2023-08-23,30.3932,30.9251,30.3932,30.6493,263233.42468736
2023-08-24,31.0039,31.6539,30.9251,31.4372,519024.27997136
2023-08-25,31.4372,31.7524,30.7675,30.9054,321043.81098331
2023-08-28,31.5357,31.5357,30.6493,31.1614,325204.74541919
2023-08-29,31.8312,32.6191,31.4175,32.0872,656712.82929076
2023-08-30,32.1266,32.4615,31.1417,31.5554,418772.97164392
2023-08-31,31.6145,32.1266,31.6145,31.8706,1611704.1423353
2023-09-01,32.0281,32.6978,31.7327,32.2054,224631.56881059
2023-09-04,32.5206,32.8948,31.5751,32.2054,374909.53395976
2023-09-05,32.4024,32.7963,32.0281,32.4221,825351.5014687
2023-09-06,32.7372,32.7372,31.3978,31.8115,593334.22326657
2023-09-07,31.8115,31.9099,30.472,30.9251,464839.73478582
2023-09-08,31.713,31.713,30.3735,30.472,567757.37152435
2023-09-11,31.063,31.063,30.0387,30.2357,346796.31954774
2023-09-12,29.8023,29.8023,27.872,28.0689,2013726.7637136
2023-09-13,27.9901,28.3841,27.4386,27.478,983280.18427875
2023-09-14,27.5568,27.7538,26.7886,26.8871,1026341.4896534
2023-09-15,26.9265,27.2613,26.631,26.8477,1641883.6089623
2023-09-18,26.9856,27.1235,26.0204,26.3553,709668.7920782
2023-09-19,26.5522,26.5522,25.2916,25.4295,1061524.6373199
2023-09-20,25.4295,26.3356,25.4098,26.0007,541669.79503316
2023-09-21,26.0992,26.1189,25.6461,25.7446,354590.20259551
2023-09-22,25.7052,26.375,25.4689,25.7249,1426935.5032349
2023-09-25,25.8234,25.9416,25.1537,25.6264,556206.66626752
2023-09-26,25.6264,25.9219,25.331,25.7249,727340.07146374
2023-09-27,25.8628,26.1977,25.6067,25.8431,671247.66981041
2023-09-28,25.3901,25.3901,19.7369,20.4854,10913607.100899
2023-09-29,20.6824,21.0566,19.599,19.9339,4947986.6579558
2023-10-02,20.249,20.6036,19.6384,19.9339,2227854.4606991
2023-10-03,20.0324,20.0718,18.1512,18.4172,3691153.972203
2023-10-04,18.0823,18.9982,18.0035,18.23,2654307.5953672
2023-10-05,18.3778,19.2051,17.6884,18.7126,3973896.4730863
2023-10-06,18.9096,19.3035,18.1808,18.2005,1886654.7908855
2023-10-09,18.2103,18.3187,17.5406,17.7179,1746115.1181166
2023-10-10,17.8262,19.0967,17.7474,18.7225,3008919.1204671
2023-10-11,18.8111,19.0179,18.2497,18.7422,4035926.6845446
2023-10-12,19.5104,21.5688,19.2543,21.0172,6665990.5923751
2023-10-13,21.1748,21.8051,20.5248,21.1551,2783690.5215325
2023-10-16,21.6869,21.8642,20.5445,21.5688,2135807.2397904
2023-10-17,21.5885,23.1052,21.3127,23.0264,2880234.7601612
2023-10-18,23.1446,23.5976,20.9384,21.293,6913980.4571098
2023-10-19,20.8793,20.9778,18.3187,18.4369,6956049.7583498
2023-10-20,18.1414,18.5156,16.7429,16.8512,5211969.4163702
2023-10-23,16.8906,17.5997,16.8709,17.1073,1551451.8216034
2023-10-24,17.2353,18.1709,17.2353,17.3338,2418433.9899353
2023-10-25,17.3338,17.5899,17.0285,17.2353,986086.63200465
2023-10-26,17.2353,17.649,16.8906,17.3436,1551802.1198905
2023-10-27,17.3043,17.7277,17.2353,17.4027,975566.51446193
2023-10-30,17.7081,17.7179,16.8709,17.0285,2562619.8109617
2023-10-31,16.7429,16.9891,16.1815,16.7921,1905860.2752326
2023-11-02,17.3043,17.649,17.1073,17.58,1920258.0425095
2023-11-03,17.58,17.9346,17.383,17.6391,1540729.6479473
2023-11-06,17.8952,18.3778,17.58,18.2103,1265865.3047722
2023-11-07,18.0232,18.7323,17.9346,18.3482,976229.54281396
2023-11-08,18.3482,18.4172,17.8262,18.0134,590805.98345561
2023-11-09,17.905,18.3187,17.4914,18.0232,1378251.1488349
2023-11-10,18.0725,18.2891,17.6884,17.9247,683810.68634898
2023-11-13,17.9247,18.1217,17.649,17.8853,766366.34671439
2023-11-14,18.1217,18.8111,17.9149,18.7126,2002318.2084863
2023-11-15,18.9096,19.7763,18.8604,19.2346,2882464.4849101
2023-11-16,19.3922,19.402,18.5353,19.0672,1599018.2675569
2023-11-17,19.3035,19.402,18.7225,19.077,936360.52095965
2023-11-20,20.4854,21.2536,19.8354,20.9778,5138792.6118819
2023-11-21,21.0566,21.4506,20.2884,20.5642,1875714.3153983
2023-11-22,20.5642,21.1354,20.2096,20.6824,1853168.3053572
2023-11-23,20.7021,21.2142,20.4263,20.7612,1290596.3638387
2023-11-24,21.0566,22.14,20.9778,21.9824,3003840.3029834
2023-11-27,22.0021,22.1597,21.5688,21.6082,1314245.051966
2023-11-28,21.6672,22.5142,21.3718,22.1991,1955072.6154566
2023-11-29,22.2779,22.6915,21.9036,22.1597,1816036.6869287
2023-11-30,22.1597,22.7506,21.8248,22.3567,4049996.4913962
2023-12-01,22.3764,23.0264,21.8839,22.8688,2065345.5008661
2023-12-04,23.0264,23.7158,22.7506,23.5582,1816559.5959659
2023-12-05,23.637,24.4643,23.5779,24.1491,2940800.8263154
2023-12-06,24.4643,24.5234,23.7552,24.3264,1908232.1500111
2023-12-07,24.3264,24.4643,23.8143,24.2279,1018413.5794349
2023-12-08,24.2673,24.937,23.8143,24.1294,1447759.467204
2023-12-11,24.287,24.5628,23.6567,24.0506,613307.31777317
2023-12-12,22.6718,23.8143,21.7657,23.44,4057384.2315025
2023-12-13,23.3612,24.1491,22.8885,23.0658,1576720.0047101
2023-12-14,23.6173,24.4249,23.4006,24.0309,1483831.0525551
2023-12-15,24.2279,26.2371,24.1294,25.7052,5622512.9166616
2023-12-18,25.8037,26.7098,25.7249,25.8628,2997927.8771122
2023-12-19,26.0795,26.6704,25.7249,26.434,1494811.1269791
2023-12-20,26.434,27.1432,25.6264,26.0204,1237984.6071942
2023-12-21,25.7446,26.2174,25.3704,25.5083,822684.15770027
2023-12-22,25.6264,25.784,25.0158,25.0355,694366.34139908
2023-12-27,25.0552,26.0992,25.0552,25.7249,935910.71765192
2023-12-28,25.981,26.0401,25.2325,25.3901,473767.77199779
2023-12-29,25.3704,25.784,25.2128,25.6658,304651.88186357
2024-01-02,25.9022,26.0007,24.8976,25.134,664162.50619559
2024-01-03,25.1537,25.3113,23.7552,24.2673,1148366.1210757
2024-01-04,24.0506,24.5628,23.5582,23.7552,1023648.7619511
2024-01-05,23.5385,24.09,22.8491,23.9325,1134938.0200717
2024-01-08,23.637,24.3264,23.4203,23.8537,1159516.7755352
2024-01-09,24.4052,24.5628,23.834,23.9325,486022.1199008
2024-01-10,23.9325,24.1097,23.7158,23.834,878049.56348827
2024-01-11,23.8537,24.7598,23.8537,24.1688,827732.51446336
2024-01-12,24.1885,24.7795,23.7355,23.7552,1229761.2279858
2024-01-15,23.7552,24.3658,23.3218,24.0113,606884.16715303
2024-01-16,23.637,23.9128,22.9082,23.0264,1026239.953918
2024-01-17,22.8491,23.0855,21.6672,22.4158,1556073.7282779
2024-01-18,22.7506,23.6173,22.6915,22.9082,1190800.9509631
2024-01-19,23.0658,23.3021,22.3567,22.8688,1077486.0549217
2024-01-22,22.9476,23.2824,21.9627,22.2188,566874.01062654
2024-01-23,22.1794,22.1794,21.2536,21.6476,691731.48906597
2024-01-24,21.5885,22.1203,21.2733,21.7854,1096353.42527
2024-01-25,21.7854,21.9036,21.3127,21.3127,452173.15179717
2024-01-26,21.2733,21.5097,21.0763,21.2536,506773.99349776
2024-01-29,21.2733,21.4703,20.8203,21.1157,479496.41818793
2024-01-30,21.1157,21.8248,21.096,21.3718,706508.99999318
2024-01-31,21.2536,21.8839,21.0763,21.6672,469443.36502795
2024-02-01,21.4703,22.5142,21.4506,22.0612,1434896.920246
2024-02-02,22.4158,22.9476,22.0021,22.4748,1359549.2817352
2024-02-05,22.6324,22.8688,21.6869,21.746,990192.73714342
2024-02-06,21.8248,22.14,21.4112,21.746,658456.19786724
2024-02-07,21.8051,22.3567,21.746,22.1597,750458.74305241
2024-02-08,22.2385,22.4551,21.9627,22.0415,633383.97872986
2024-02-09,22.1203,22.3764,21.943,22.0809,353128.08800604
2024-02-12,22.14,22.7309,22.0021,22.4355,651804.59184249
2024-02-13,22.5733,22.593,20.2884,20.2884,3255927.1346407
2024-02-14,20.5642,21.0172,20.2096,21.0172,1968677.3886402
2024-02-15,21.3324,21.4506,20.899,21.3127,643065.41109834
2024-02-16,21.3127,21.5688,20.899,21.2339,605204.76608984
2024-02-19,21.2142,21.49,20.9581,21.3324,455818.28469731
2024-02-20,21.3127,21.5688,21.0172,21.4703,638934.93738308
2024-02-21,21.5491,21.6869,20.9187,20.9384,836120.3815631
2024-02-22,21.2339,21.7066,20.8006,21.6279,1491962.0342443
2024-02-23,21.6476,22.3173,21.5885,21.7657,1647288.3561566
2024-02-26,21.7657,22.0218,21.0763,21.4506,979924.42822444
2024-02-27,21.4506,22.1991,21.2733,21.49,1053907.4264517
2024-02-28,20.6824,21.1748,19.8551,19.993,3006089.3195221
2024-02-29,20.0521,20.4657,19.6778,19.7172,1647017.2557431
2024-03-01,20.1111,20.1111,19.3134,19.6975,1099245.1630136
2024-03-04,19.6975,20.0127,18.3482,18.6338,2127543.2462878
2024-03-05,18.5649,18.7323,18.1512,18.3187,1343790.9356043
2024-03-06,18.3975,18.8407,18.1808,18.3187,1128057.9586424
2024-03-07,18.3187,18.8111,17.9937,18.5255,1210465.3768341
2024-03-08,18.5255,18.6141,18.0429,18.2891,1314835.989946
2024-03-11,18.2202,18.5255,18.2202,18.4763,964828.09508814
2024-03-12,18.5156,19.274,18.4664,18.7126,1397050.4902405
2024-03-13,18.7422,19.2149,18.6634,18.7816,773699.25752354
2024-03-14,18.821,19.0278,18.0429,18.1118,1347032.971635
2024-03-15,18.0626,18.2793,17.5899,17.7179,3834219.8540681
2024-03-18,17.8755,18.102,16.9694,17.0186,2074798.4778299
2024-03-19,17.0383,17.1959,16.7035,17.058,1880075.2752329
2024-03-20,17.1565,18.0429,17.0383,17.7474,2273788.2120277
2024-03-21,18.496,19.3035,18.2891,18.8604,3499402.7205805
2024-03-22,18.9588,19.2051,18.555,18.6043,1762819.7773013
2024-03-25,18.4861,18.5058,17.1664,17.3141,3043817.9680746
2024-03-26,17.3732,17.8558,17.0876,17.7277,1467704.1317047
2024-03-27,17.8952,18.0429,17.1861,17.5702,1338100.8729936
2024-03-28,17.6293,17.9346,17.3633,17.7277,1554791.3319401
2024-04-02,17.7277,17.9247,17.2993,17.4323,1469944.0100272
2024-04-03,17.4323,17.7622,17.3535,17.452,1095404.0661442
2024-04-04,17.4618,17.7031,17.2649,17.5751,719685.29237344
2024-04-05,17.452,17.7277,17.0186,17.1861,1573114.4707468
2024-04-08,17.2353,17.6096,17.1516,17.58,830248.56998608
2024-04-09,17.6293,18.5009,17.4717,17.8706,2110337.0005703
2024-04-10,18.2103,18.2497,17.6342,17.974,1516509.3136298
2024-04-11,18.2497,18.9441,18.1414,18.5403,1981953.1860411
2024-04-12,18.6929,19.077,18.2842,18.8111,2315197.5309877
2024-04-15,18.9096,20.0225,18.3088,19.2445,2508683.0129705
2024-04-16,18.9096,19.3035,18.4664,18.7126,2263462.0277395
2024-04-17,18.6289,18.885,18.2842,18.4713,1686433.4282176
2024-04-18,18.6535,19.0179,18.2694,18.5944,1250396.335487
2024-04-19,18.4664,18.8751,18.3285,18.8554,1187016.7141055
2024-04-22,18.9884,20.0225,18.9687,19.9634,2138742.6379002
2024-04-23,20.1899,20.5248,19.8157,20.0718,1586102.9220166
2024-04-24,20.3771,20.5051,19.4562,19.6384,1629017.0005749
2024-04-25,19.6384,19.993,18.8653,19.0672,1289846.0147542
2024-04-26,19.2839,19.402,18.5649,18.9933,1486486.2120353
2024-04-29,19.0869,19.2986,18.5353,19.2051,1344016.3449368
2024-04-30,19.1854,19.2346,18.7028,18.9982,1580304.216169
2024-05-02,18.9687,19.082,18.4812,18.8357,890783.16006228
2024-05-06,18.9588,19.4661,18.6388,19.3823,1405542.9391477
2024-05-07,19.402,19.6729,19.0081,19.2543,1271261.9291076
2024-05-08,19.2691,19.2789,18.7323,19.0376,1252061.5215473
2024-05-09,19.0376,19.5005,18.8751,19.4808,1368787.0029401
2024-05-10,19.6975,21.1354,19.6975,20.4952,4816821.7796345
2024-05-13,21.0468,21.2536,20.3278,20.7316,1819920.428807
2024-05-14,20.7316,21.2241,20.5445,21.096,1589875.9899433
2024-05-15,20.6824,21.2733,20.2096,20.4263,3187123.4742752
2024-05-16,20.4952,20.9089,20.2195,20.9089,1568582.9308768
2024-05-17,20.8793,21.0862,20.6627,20.9778,930582.12225918
2024-05-20,21.0271,21.4506,20.6824,21.2634,1130152.6408633
2024-05-21,21.1256,21.2438,20.7316,21.1354,1434382.1340677
2024-05-22,21.2142,21.5885,21.0566,21.5885,1801906.9739932
2024-05-23,21.6279,21.9824,20.9286,21.6279,1965618.1169332
2024-05-24,23.637,25.4196,23.2627,25.1143,12265639.692144
2024-05-27,25.3014,25.3113,23.9522,24.1787,2099407.694014
2024-05-28,24.1787,24.7696,23.8143,24.1097,1665466.2988616
2024-05-29,23.9128,24.356,23.3908,24.0802,1933299.2923617
2024-05-31,23.6665,24.0408,23.0756,23.9423,18117317.748201
2024-06-03,24.2082,24.9173,24.0506,24.2279,1885821.182498
2024-06-04,24.3264,24.4643,23.243,23.4006,1248075.2285763
2024-06-05,23.44,23.5976,22.8885,22.9082,1084871.7643132
2024-06-06,23.0461,23.7158,23.0461,23.6862,1008470.1848692
2024-06-07,23.7059,23.7355,23.1544,23.44,986342.50205781
2024-06-10,23.6271,23.6271,22.8885,23.4597,608932.14293564
2024-06-11,23.5385,23.6862,23.1446,23.5878,501178.35912097
2024-06-12,23.7453,24.0506,23.3612,23.765,1051860.4660265
2024-06-13,23.765,23.962,22.8885,22.8885,811004.5020595
2024-06-14,22.8983,23.0855,22.3665,22.7506,1028547.8611832
2024-06-17,22.662,23.1249,22.5733,23.0362,640738.21204343
2024-06-18,23.1446,23.3218,21.618,21.6279,1888042.7843881
2024-06-19,21.7657,21.9332,21.2339,21.293,1020204.669807
2024-06-20,21.3127,21.7165,21.0763,21.293,913261.1411607
2024-06-21,21.3718,21.8642,21.1453,21.6869,1724905.3183531
2024-06-24,21.8544,22.1695,21.7263,22.012,723307.07205444
2024-06-25,21.9824,22.4059,21.7854,21.9135,1084260.5191862
2024-06-26,21.8642,22.1597,21.3816,21.3915,1114271.4364925
2024-06-27,21.4506,21.4801,20.8104,21.0074,1535870.147652
2024-06-28,21.1453,21.2142,20.5445,20.643,1720556.5428068
2024-07-01,20.771,21.0074,20.5346,20.5839,659623.85882411
2024-07-02,20.5346,20.5937,20.1013,20.2786,1004331.5882951
2024-07-03,20.4066,20.8498,20.1505,20.5445,692725.52391534
2024-07-04,20.5543,20.8006,20.2589,20.771,602017.55935627
2024-07-05,20.8793,21.1847,20.3968,20.4559,1038277.0153473
2024-07-08,20.6134,20.7907,19.9634,20.6331,872091.44653617
2024-07-09,20.7612,20.7612,20.0028,20.0816,1096525.0206628
2024-07-10,20.4362,20.4362,19.796,19.9142,834459.25693228
2024-07-11,20.2884,20.643,19.2248,20.249,1991849.8741686
2024-07-12,20.3869,20.4559,19.9142,20.1998,1045893.2108582
2024-07-15,20.1998,20.3574,19.5301,19.6975,1062155.1742366
2024-07-16,19.6975,19.7369,19.0426,19.4513,1725062.6987429
2024-07-17,19.2789,19.2986,18.5156,18.7372,2736195.1505938
2024-07-18,18.8604,19.4267,18.6732,19.3528,1150095.2746493
2024-07-19,19.1066,19.3134,18.8948,19.0573,617758.64441223
2024-07-22,19.1952,19.5793,18.9096,19.338,670163.26815655
2024-07-23,19.471,19.5695,18.4516,18.4516,1245707.4152272
2024-07-24,18.4172,18.6141,18.1906,18.2202,919440.60601593
2024-07-25,18.1217,18.2202,17.7277,18.1906,1424814.4217228
2024-07-26,18.2202,18.5944,18.1069,18.4418,925313.43295031
2024-07-29,18.5994,18.8702,18.4861,18.7619,808920.98876951
2024-07-30,18.8357,19.3282,18.8357,19.0426,919072.0312965
2024-07-31,19.21,19.3134,18.821,18.8751,707678.69166475
2024-08-01,18.885,19.0376,18.5009,18.6141,721724.12993987
2024-08-02,18.2202,18.5649,18.1118,18.5304,765758.14765947
2024-08-05,18.0725,18.1611,17.3338,17.8262,1560310.8145154
2024-08-06,17.9247,18.1857,17.7524,17.9937,586439.94683427
2024-08-07,18.1118,18.3187,17.8755,18.0035,608255.91493801
2024-08-08,18.0035,18.1414,17.4323,18.0331,743135.9858168
2024-08-09,18.1217,18.3187,17.6391,17.6884,709334.7395088
2024-08-12,17.777,18.1414,17.7671,18.1414,634870.46189582
2024-08-13,18.1512,18.2153,17.8952,17.9641,480655.95628597
2024-08-14,18.1217,18.2005,17.8164,17.8509,504767.64736666
2024-08-16,18.1808,18.2251,17.8755,18.038,604978.34139995
2024-08-19,18.1069,18.496,18.0035,18.3581,737596.19609447
2024-08-20,18.4172,18.4713,17.7376,17.7376,1143618.3100894
2024-08-21,17.7474,18.0134,17.7474,17.9296,977095.64263675
2024-08-22,17.974,18.2596,17.8262,17.8656,886934.95569138
2024-08-23,17.8755,18.0232,17.777,17.9247,1180940.8157004
2024-08-26,17.9247,18.0725,17.7327,18.0725,897497.71824296
2024-08-27,18.1118,18.2103,17.2353,17.5948,1599347.2433395
2024-08-28,17.6194,17.6982,16.9891,17.0383,1560530.1317038
